problem,formulation,strengthening_profile,seed,threads,time_limit_seconds,pure_lp_bound,pure_lp_runtime_seconds,mip_status,final_incumbent,final_best_bound,final_gap_percent,runtime_seconds,node_count,total_variables,binary_variables,continuous_variables,constraints,schedule_column_count,time_to_first_incumbent_seconds,incumbent_improvement_count,bound_improvement_count,gap_integral_percent_seconds,time_to_mip_gap_5p0_percent,time_to_bound_within_5p0_percent,time_to_mip_gap_2p0_percent,time_to_bound_within_2p0_percent,time_to_mip_gap_1p0_percent,time_to_bound_within_1p0_percent,time_to_mip_gap_0p5_percent,time_to_bound_within_0p5_percent,time_to_mip_gap_0p1_percent,time_to_bound_within_0p1_percent
multi_part,network_mir,network_mir,1,1,10.0,34888.485638,0.08868789672851562,TIME_LIMIT,35791.0,35033.138224,2.1174646586229398,10.002985954284668,544.0,13360,1600,11760,3698,0,0.498717,4,32,21.980656,0.591027,0.319905,,,,,,,,
multi_part,schedule_dw,network_mir,1,1,10.0,34888.485638,0.34720611572265625,TIME_LIMIT,35791.0,35040.600023,2.0966164046650255,10.005167007446289,35.0,63600,57600,6000,1298,2880,1.031925,4,32,34.810611,3.636068,0.674666,,,,,,,,
